user_input,reference_contexts,reference,persona_name,query_style,query_length,synthesizer_name
Qwen3-14B label-wise results,"['From RAG to Agentic RAG for Faithful Islamic Question Answering\nAppendix G Label-wise Results\n\n Llama-3.1-8B, Avg..Avg. = 19.40. Mistral-7B-v0.2, Arabic.Correct = 13.50. Mistral-7B-v0.2, Arabic.Incorrect = 53.50. Mistral-7B-v0.2, Arabic.Not Attempted = 33.00. Mistral-7B-v0.2, English.Correct = 24.40. Mistral-7B-v0.2, English.Incorrect = 59.10. Mistral-7B-v0.2, English.Not Attempted = 16.50. Mistral-7B-v0.2, Avg..Avg. = 18.95. SeaLLM-7B-v2.5, Arabic.Correct = 11.60. SeaLLM-7B-v2.5, Arabic.Incorrect = 76.30. SeaLLM-7B-v2.5, Arabic.Not Attempted = 12.10. SeaLLM-7B-v2.5, English.Correct = 23.80. SeaLLM-7B-v2.5, English.Incorrect = 64.80. SeaLLM-7B-v2.5, English.Not Attempted = 11.40. SeaLLM-7B-v2.5, Avg..Avg. = 17.70. Qwen2.5-3B, Arabic.Correct = 11.00. Qwen2.5-3B, Arabic.Incorrect = 61.20. Qwen2.5-3B, Arabic.Not Attempted = 27.80. Qwen2.5-3B, English.Correct = 20.00. Qwen2.5-3B, English.Incorrect = 63.20. Qwen2.5-3B, English.Not Attempted = 16.80. Qwen2.5-3B, Avg..Avg. = 15.50. Qwen3-14B, Arabic.Correct = 16.00. Qwen3-14B, Arabic.Incorrect = 12.50. Qwen3-14B, Arabic.Not Attempted = 71.50. Qwen3-14B, English.Correct = 14.00. Qwen3-14B, English.Incorrect = 4.20. Qwen3-14B, English.Not Attempted = 81.80. Qwen3-14B, Avg..Avg. = 15.00. Llama-2-7b, Arabic.Correct = 4.40. Llama-2-7b, Arabic.Incorrect = 47.20.']","For Qwen3-14B, the results are as follows: in Arabic, the Correct rate is 16.00, Incorrect is 12.50, and Not Attempted is 71.50; in English, the Correct rate is 14.00, Incorrect is 4.20, and Not Attempted is 81.80. The Avg..Avg. for Qwen3-14B is 15.00.",Dr. Aris Thorne,WEB_SEARCH_LIKE,SHORT,single_hop_specific_query_synthesizer
"In the context of partitioning a graph into communities of strongly connected nodes, what role does Fortunato play?","['From Local to Global: A GraphRAG Approach to Query-Focused Summarization\n3 Methods\n3.1 GraphRAG Workflow\n3.1.4 Knowledge Graph → \\rightarrow Graph Communities\nGiven the graph index created in the previous step, a variety of community detection algorithms may be used to partition the graph into communities of strongly connected nodes (e.g., see the surveys by\n[Fortunato, 2010](#bib.bib17)\nand\n[Jin et al., 2021](#bib.bib22)\n). In our pipeline, we use Leiden community detection (\n[Traag et al., 2019](#bib.bib62)\n) in a hierarchical manner, recursively detecting sub-communities within each detected community until reaching leaf communities that can no longer be partitioned.\nEach level of this hierarchy provides a community partition that covers the nodes of the graph in a mutually exclusive, collectively exhaustive way, enabling divide-and-conquer global summarization. An illustration of such hierarchical partitioning on an example dataset can be found in\n[Appendix B](#A2)\n.']",Fortunato (2010) provides a survey regarding the variety of community detection algorithms that may be used to partition a graph index into communities of strongly connected nodes.,Dr. Aris Thorne,PERFECT_GRAMMAR,MEDIUM,single_hop_specific_query_synthesizer
what LEGO-GraphRAG subgraph-extraction got?,['LEGO-GraphRAG: Modularizing Graph-based Retrieval-Augmented Generation for Design Space Exploration\n3. LEGO-GraphRAG Framework\n3.2. Design Solutions of Subgraph-Extraction\nThe design solution of the subgraph-extraction module is comprised of structure-based extraction ( SBE in Section\n[3.2.1](#S3.SS2.SSS1)\n) and semantic-based extraction ( SAE in Section\n[3.2.2](#S3.SS2.SSS2)\n).'],The design solution of the subgraph-extraction module in LEGO-GraphRAG is comprised of structure-based extraction (SBE) and semantic-based extraction (SAE).,Dr. Elias Thorne,POOR_GRAMMAR,SHORT,single_hop_specific_query_synthesizer
StackOverflow role in CodeRAG-Bench datastore,"['CodeRAG-Bench : \ue000 Can Retrieval Augment Code Generation?\nAbstract\nWhile language models (LMs) excel at generating code, many programs are difficult to generate using only parametric knowledge. Despite the success of retrieval-augmented generation (RAG) in text-centric tasks, its potential for code generation remains under-explored. This work introduces CodeRAG-Bench , a holistic retrieval-augmented code generation benchmark covering tasks like basic programming, open-domain, and repository-level problems and provide reproducible evaluations on both retrieval and end-to-end code generation performance. We further create a diverse, open datastore for code retrieval, aggregating sources such as competition solutions, tutorials, library documentation, StackOverflow posts, and GitHub repositories. Based on CodeRAG-Bench , we conduct large-scale evaluations of 10 retrievers and 10 LMs and systematically analyze when retrieval can benefit code generation models and identify remaining challenges. We find that while retrieving high-quality contexts improves code generation, retrievers often struggle to fetch useful contexts, and generators face limitations in using those contexts effectively. We hope CodeRAG-Bench encourages further development in code-oriented RAG methods.']","StackOverflow posts are one of the sources aggregated to create the diverse, open datastore for code retrieval used in CodeRAG-Bench.",Dr. Elias Thorne,WEB_SEARCH_LIKE,SHORT,single_hop_specific_query_synthesizer
Can u tell me what kind of research paper was written by Alansari and Luqman in 2025 regarding LLM halucinations?,"['Retrieval Augmented Generation of Literature-derived Polymer Knowledge: The Example of a Biodegradable Polymer Expert System\nReferences\n- Agrawal and Choudhary (2016) A. Agrawal and A. Choudhary Perspective: materials informatics and big data: realization of the ""fourth paradigm"" of science in materials science . Apl Materials 4 ( 5 ). Cited by: [Main](#Sx1.p1.1) .\n- Ahmad et al. (2025) S. Ahmad, Z. Nezami, M. Hafeez, and S. A. R. Zaidi Benchmarking vector, graph and hybrid retrieval augmented generation (rag) pipelines for open radio access networks (oran) . arXiv preprint arXiv:2507.03608 . Cited by: [Main](#Sx1.p5.1) .\n- Alansari and Luqman (2025) A. Alansari and H. Luqman Large language models hallucination: a comprehensive survey . External Links: 2510.06265 , [Link](https://arxiv.org/abs/2510.06265) Cited by: [Main](#Sx1.p4.1) .\n- Augenstein et al. (2024) I. Augenstein, T. Baldwin, M. Cha, T. Chakraborty, G. L. Ciampaglia, D. Corney, R. DiResta, E. Ferrara, S. Hale, A. Halevy, et al. Factuality challenges in the era of large language models and opportunities for fact-checking . Nature Machine Intelligence 6 ( 8 ), pp. 852-863 . Cited by: [Main](#Sx1.p4.1) .']","Alansari and H. Luqman authored a comprehensive survey in 2025 titled ""Large language models hallucination: a comprehensive survey"".",Dr. Elias Thorne,MISSPELLED,LONG,single_hop_specific_query_synthesizer
who J. Cheeger and what he write in 1970?,"['TopoGuard: Graph Theory Based Defenses Against Split-Knowledge Attacks on RAG\nReferences\n- [4] Z. Chang, M. Li, X. Jia, J. Wang, Y. Huang, Z. Jiang, Y. Liu, and Q. Wang (2025) One shot dominance: knowledge poisoning attack on retrieval-augmented generation systems . In Findings of the Association for Computational Linguistics: EMNLP 2025 , C. Christodoulopoulos, T. Chakraborty, C. Rose, and V. Peng (Eds.) , Suzhou, China , pp. 18811-18825 . External Links: [Link](https://aclanthology.org/2025.findings-emnlp.1023/) , [Document](https://dx.doi.org/10.18653/v1/2025.findings-emnlp.1023) , ISBN 979-8-89176-335-7 Cited by: [Table 6](#A3.T6.2.4.1.1) , [Appendix C](#A3.p1.1) .\n- [5] J. Cheeger (1970) A lower bound for the smallest eigenvalue of the Laplacian . In Problems in Analysis: A Symposium in Honor of Salomon Bochner , R. C. Gunning (Ed.) , pp. 195-199 . Cited by: [Appendix C](#A3.p5.1) , [§3.2](#S3.SS2.p2.1) .\n- [6] F. R. K. Chung (1997) Spectral graph theory . CBMS Regional Conference Series in Mathematics , Vol. 92 , American Mathematical Society . Cited by: [Appendix C](#A3.p5.1) , [§D.2](#A4.SS2.p5.1.1.1) .']","J. Cheeger wrote ""A lower bound for the smallest eigenvalue of the Laplacian"" in 1970, which was published in Problems in Analysis: A Symposium in Honor of Salomon Bochner, edited by R. C. Gunning, on pages 195-199.",Dr. Elias Thorne,POOR_GRAMMAR,MEDIUM,single_hop_specific_query_synthesizer
"From the perspective of optimizing model behavior under continuous knowledge drift, how does the implementation of an Event Evolution Graph (EEG) improve reasoning capabilities compared to standard retrieval methods?","['RAG or Learning? Understanding the Limits of LLM Adaptation under Continuous Knowledge Drift in the Real World\n4 Experiments\n4.3 Main Results\nThe poor performance in C2 and C3 can be attributed to the need to aggregate multiple pieces of evidence. These settings require reasoning over information from multiple timestamps or entities and often involve ordering events across time. A single query is insufficient to capture such complexity. Even though ReAct-style RAG can retrieve additional evidence through iterative querying, the resulting retrieved content is often noisy and unstructured, making it difficult for the model to form a coherent temporal understanding. While ReAct-style RAG performs well on commonsense queries due to its multi-step reasoning process, this advantage does not directly translate to complex temporal reasoning scenarios.\nTakeaway #3: Explicitly modeling event evolution enables more reliable reasoning under continuous knowledge drift. Chronos consistently delivers strong and stable performance across settings and backbone models, particularly in scenarios that require aggregating and ordering multiple time-stamped facts, while maintaining performance on historical knowledge and commonsense reasoning.\nThis suggests that explicitly organizing retrieved evidence into an\n*Event Evolution Graph*\n(EEG), rather than merely retrieving relevant documents, helps preserve previously acquired knowledge while supporting temporally coherent reasoning. By structuring evidence along its temporal evolution and serializing it into multi-perspective views, the model reduces interference between old and new information, leading to more stable and reliable behavior under continuous knowledge drift. A case study is shown in Appendix\n[F](#A6)\n.']","Explicitly organizing retrieved evidence into an Event Evolution Graph (EEG), rather than merely retrieving relevant documents, helps preserve previously acquired knowledge while supporting temporally coherent reasoning. By structuring evidence along its temporal evolution and serializing it into multi-perspective views, the model reduces interference between old and new information, which leads to more stable and reliable behavior under continuous knowledge drift.",Dr. Elias Thorne,PERFECT_GRAMMAR,LONG,single_hop_specific_query_synthesizer
what Holistic(2) value be?,"['RACT: Retrieval Augmented Column-Table Learning and Prediction for Multi-Table Schema Matching\n5. Evaluation\n5.3. Results\n0.011. , 6 = 1. , 7 = 1. , 8 = 1. , 9 = -. , 10 = -. , 11 = -. , 12 = -. , 13 = -. , 14 = -. , 15 = -. , 16 = -. , 17 = -. , 1 = Pairwise(2). , 2 = 0.704±\\pm0.017. , 3 = 0.857±\\pm0.051. , 4 = 0.921±\\pm0.023. , 5 = 0.971±\\pm0.028. , 6 = 1. , 7 = 1. , 8 = 1. , 9 = -. , 10 = -. , 11 = -. , 12 = -. , 13 = -. , 14 = -. , 15 = -. , 16 = -. , 17 = -. , 1 = Holistic(1). , 2 = 0.679±\\pm0.029. , 3 = 0.711±\\pm0.026. , 4 = 0.932±\\pm0.02. , 5 = 0.946±\\pm0.019. , 6 = 0.964±\\pm0.0. , 7 = 1. , 8 = 1. , 9 = -. , 10 = -. , 11 = -. , 12 = -. , 13 = -. , 14 = -. , 15 = -. , 16 = -. , 17 = -. , 1 = Holistic(2). , 2 = 0.682±\\pm0.046. , 3 = 0.9±\\pm0.037. , 4 = 0.957±\\pm0.015. , 5 = 0.964±\\pm0.0. , 6 = 0.964±\\pm']","For Holistic(2), the values provided are 2 = 0.682±\pm0.046, 3 = 0.9±\pm0.037, 4 = 0.957±\pm0.015, 5 = 0.964±\pm0.0, and 6 = 0.964±\pm.",Dr. Elias Thorne,POOR_GRAMMAR,SHORT,single_hop_specific_query_synthesizer
What are the N-gram lengths used in Gengram to capture multi-scale motifs and how is the lookup hash table defined for each N?,"['Beyond Conditional Computation: Retrieval-Augmented Genomic Foundation Models with Gengram\n3 Method\n3.2 Notation\nLet the backbone produce an input representation and the previous-layer hidden states are\n, 1 = X\n\n∈\n\nℝ\n\nn\n\n×\n\nd\n\nmodel\n\n,\n\nX\n\n(\n\nℓ\n\n−\n\n1\n\n)\n\n∈\n\nℝ\n\nn\n\n×\n\nd\n\nmodel\n\nX\\in\\mathbb{R}^{n\\times d_{\\text{model }}},X^{(\\ell-1)}\\in\\mathbb{R}^{n\\times d_{\\text{model}}}. , 2 = . , 3 = (1)\nwhere n n is the sequence length, d model d_{\\text{model}} the hidden dimension, and X t X_{\\text{t}} .\nThe N N -gram lengths follow chapter\n[4.2](#S4.SS2)\n, 1 = N\n\n∈\n\n𝒩\n\n=\n\n{\n\n1\n\n,\n\n2\n\n,\n\n3\n\n,\n\n4\n\n,\n\n5\n\n,\n\n6\n\n}\n\nN\\in\\mathcal{N}=\\{1,2,3,4,5,6\\}. , 2 = . , 3 = (2)\nTo capture multi-scale motifs. For each N N , we maintain a learnable lookup hash table\n, 1 = {\n\n𝐌\n\n(\n\nN\n\n)\n\n}\n\nN\n\n∈\n\n𝒩\n\n,\n\n𝐌\n\n(\n\nN\n\n)\n\n∈\n\nℝ\n\n|\n\nΣ\n\n|\n\nN\n\n×\n\nd\n\nm\n\n\\left\\{\\mathbf{M}^{(N)}\\right\\}_{N\\in\\mathcal{N}},\\quad\\mathbf{M}^{(N)}\\in\\mathbb{R}^{|\\Sigma|^{N}\\times d_{m}}. , 2 = . , 3 = (3)']","In Gengram, the N-gram lengths follow N \in \mathcal{N} = \{1, 2, 3, 4, 5, 6\} to capture multi-scale motifs. For each N, a learnable lookup hash table is maintained, defined as \{\mathbf{M}^{(N)}\}_{N \in \mathcal{N}}, \quad \mathbf{M}^{(N)} \in \mathbb{R}^{|\Sigma|^{N} \times d_{m}}.",Dr. Aris Thorne,WEB_SEARCH_LIKE,LONG,single_hop_specific_query_synthesizer
How is the calibration process implemented in the RePCS framework to diagnose data memorization in LLM-powered Retrieval-Augmented Generation?,"['RePCS: Diagnosing Data Memorization in LLM-Powered Retrieval-Augmented Generation\nIV Proposed Framework\nIV-A Calibration.\nWe start with a small, hand-checked set of ""clean"" prompts 𝒞 \\mathcal{C} (a few hundred is enough). For every prompt q ∈ 𝒞 q\\in\\mathcal{C} we run the LLM twice: once on the bare query and once on the query plus its top- K K retrieved passages, producing token-probability tensors P para P_{\\mathrm{para}} and P rag P_{\\mathrm{rag}} . We collapse each tensor pair into the scalar\n, 1 = Z\n\n(\n\nq\n\n)\n\n=\n\nKL\n\n(\n\nP\n\nrag\n\n∥\n\nP\n\npara\n\n)\n\n,\n\nZ(q)=\\KL\\!\\bigl(P_{\\mathrm{rag}}\\;\\|\\;P_{\\mathrm{para}}\\bigr),. , 2 = \nthen collect the resulting scores into a vector 𝐳 \\mathbf{z} .\nSince the calibration prompts are guaranteed to have no overlap with the model\'s training data, their answers\n*must*\nrely on retrieval, so the lower tail of 𝐳 \\mathbf{z} tells us how much KL ""wiggle room"" normal grounding behaviour needs. We set the detection threshold τ \\tau to, say, the 5th percentile of 𝐳 \\mathbf{z} , giving an empirical false-positive target of α = 0.05 \\alpha=0.05 . This one-off procedure is gradient-free, fits in GPU RAM, and runs in minutes.']","The calibration process in the RePCS framework begins with a small, hand-checked set of ""clean"" prompts (a few hundred). For each prompt, the LLM is run twice: once on the bare query and once on the query combined with its top-K retrieved passages, which produces token-probability tensors P_para and P_rag. These tensors are collapsed into a scalar Z(q) using the KL divergence KL(P_rag || P_para), and the resulting scores are collected into a vector z. Because the calibration prompts have no overlap with the model's training data, their answers must rely on retrieval; therefore, the lower tail of vector z indicates the KL ""wiggle room"" required for normal grounding behavior. A detection threshold tau is then set, for example, to the 5th percentile of z, targeting an empirical false-positive rate of alpha = 0.05. This procedure is gradient-free, fits in GPU RAM, and completes in minutes.",Dr. Aris Thorne,WEB_SEARCH_LIKE,LONG,single_hop_specific_query_synthesizer
